정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
중산중고등학교,35817,183,312,183,312,0,16
중산중고등학교,35818,270,15,270,15,0,9
중산중학교,35656,1168,836,1168,836,0,66
중산중학교,35657,1182,1638,1182,1638,0,94
중앙공영아파트,41268,4038,1039,4038,1039,0,169
중앙공원사거리,39189,467,715,466,715,1,39
중앙방앗간,35852,2,12,2,12,0,0
중앙방앗간,35853,3,15,3,15,0,0
중앙사료,42014,2134,1468,2134,1468,0,120
중앙사료,42015,689,1010,689,1010,0,56
중앙산부인과,70176,14,262,14,262,0,9
중앙산부인과,70230,478,80,478,80,0,18
중앙시장,90125,2053,838,1994,838,59,96
중앙시장.고려궁지입구,43067,1324,1868,1303,1868,21,106
중앙아파트,40409,693,731,693,731,0,47
중앙아파트,42315,3142,1979,3142,1979,0,170
중앙하이츠,41110,3659,12380,3653,12380,6,534
중앙호수공원입구(호반베르디움),89245,3,534,3,534,0,17
중원고등학교,55078,2458,719,2458,719,0,105
중촌,43252,183,2,183,2,0,6
중촌,43369,4,62,4,62,0,2
중촌교차로,35436,129,603,129,603,0,24
중촌교차로,35443,1123,322,1123,322,0,48
중혈마을,43176,14,35,14,35,0,1
중혈마을,43299,59,7,59,7,0,2
중흥S클래스,42832,2748,1839,2748,1839,0,152
중흥S클래스,42847,730,531,730,531,0,42
중흥S클래스1차,42844,423,819,423,819,0,41
중흥S클래스1차,42845,828,634,828,634,0,48
중흥S클래스2차,42771,4962,1493,4958,1493,4,215
중흥S클래스2차,42856,4507,956,4507,956,0,182
중흥마을.은하마을,55070,608,299,608,299,0,30
지랏돌,90071,69,11,68,11,1,2
지랏돌,90072,0,16,0,16,0,0
지산리입구,43310,5,1,5,1,0,0
지산리입구,43751,1,7,1,7,0,0
지산입구(용진),43538,19,3,19,3,0,0
지산입구(용진),43679,2,28,2,28,0,1
지석리마을회관,90274,22,23,22,23,0,1
지석리망향단입구,90273,4,8,4,8,0,0
지석리오현부락,90275,27,21,27,21,0,1
지석초등학교입구,90277,46,14,46,14,0,2
지식정보단지역,38373,8861,1474,8861,1474,0,344
지식정보단지역,38403,10802,1334,10802,1334,0,404
지식정보단지역,38404,464,9383,464,9383,0,328
지식정보단지역(4번출구),38380,600,9758,600,9758,0,345
진고개(5연대입구),43380,230,131,229,131,1,12
진고개(5연대입구),43794,29,265,28,265,1,9
진광횟집앞,43507,15,2,14,2,1,0
진광횟집앞,43541,2,9,2,9,0,0
진달래아파트,37600,14,774,14,774,0,26
진도로르빌아파트,37471,2856,8204,2856,8204,0,368
진두방앗간,44129,0,20,0,20,0,0
진두방앗간,44195,9,0,9,0,0,0
진두방앗간,44196,0,1,0,1,0,0
진산과학고등학교,40640,3,373,3,373,0,12
진산과학고등학교,40915,154,3,154,3,0,5
진산중학교,40575,1122,2435,1122,2435,0,118
진산초등학교,40614,982,3393,982,3393,0,145
진산초등학교,40633,0,200,0,200,0,6
진산초등학교,40914,287,10,287,10,0,9
진솔인더스트리,89447,221,1,221,1,0,7
진솔인더스트리,89448,1,241,1,241,0,8
진주5단지503동앞,42089,3428,3120,3428,3120,0,218
진주상가,42544,3691,307,3658,307,33,133
진주아파트2단지,42092,421,11454,416,11454,5,395
진주아파트2단지6동,42084,109,6868,108,6868,1,232
진주아파트3단지,42086,8966,172,8919,172,47,304
진주아파트4단지,42077,3740,169,3716,169,24,130
진표에너지,42548,1,348,1,348,0,11
진흥아파트,37190,2720,2339,2713,2339,7,168
진흥아파트,37193,2480,3341,2476,3341,4,194
진흥아파트,37240,5699,4306,5692,4306,7,333
진흥아파트,37243,6225,10179,6221,10179,4,546
진흥아파트,39297,7620,7252,7620,7252,0,495
집단에너지,39064,49,92,49,92,0,4
집단에너지시설,39065,41,82,41,82,0,4
짓절미,43485,27,10,25,10,2,1
짓절미,43713,5,12,5,12,0,0
찬우물,39179,1481,3713,1481,3713,0,173
찬우물,39188,2152,944,2150,944,2,103
찬우물,43048,238,342,234,342,4,19
찬우물약수터,43851,135,373,133,373,2,16
참빛감리교회,42437,17175,10553,17162,10553,13,924
참좋은집,36160,428,30,427,30,1,15
참좋은집,36161,11,419,11,419,0,14
창골,43549,258,103,254,103,4,12
창리,43052,329,249,327,249,2,19
창리,43053,244,307,244,307,0,18
창리,43054,441,301,435,301,6,24
창리,43902,28,42,27,42,1,2
창리,43903,6,0,6,0,0,0
창신초등학교,42620,3711,3895,3707,3895,4,253
창신초등학교,42621,4580,5777,4578,5777,2,345
창후1리마을회관,43595,167,0,162,0,5,5
창후1리마을회관,43783,4,222,2,222,2,7
창후리입구,43604,194,21,191,21,3,7
창후리입구,43830,24,250,24,250,0,9
창후리종점,43774,25,113,25,113,0,4
창후정미소,43461,92,12,91,12,1,3
창후정미소,43600,10,85,10,85,0,3
채석장,38179,1503,414,1503,414,0,63
채플 갤러리,90422,4,0,4,0,0,0
채플 갤러리,90423,0,6,0,6,0,0
천곡,43409,201,2,198,2,3,6
천곡,43827,17,228,17,228,0,8
천촌,43411,20,184,19,184,1,6
천촌,43795,200,3,200,3,0,6
철곶,43653,13,22,13,22,0,1
철곶,43759,34,1,33,1,1,1
철산리검문소,43957,4,28,4,28,0,1
철산리검문소,43958,40,6,40,6,0,1
철산리입구,43685,45,20,45,20,0,2
철산리입구,43741,20,90,20,90,0,3
첨단초등학교,92014,421,4283,421,4283,0,156
청광플러스원101동앞,92070,395,3598,395,3598,0,133
청광플러스원102동앞,39946,787,94,787,94,0,29
청광플러스원아파트,39775,6145,3098,6145,3098,0,308
청광플러스원아파트,39786,2667,8041,2667,8041,0,356
청능로사거리,39622,40252,16024,40219,16024,33,1875
청능로사거리,39623,17300,39755,17260,39755,40,1901
청라1동행정복지센터,42744,13234,5040,13234,5040,0,609
청라1동행정복지센터,42745,6983,10165,6983,10165,0,571
청라1호문화공원,89470,5,31,5,31,0,1
청라1호문화공원,89471,17,22,17,22,0,1
청라2동행정복지센터,89039,3096,725,3096,725,0,127
청라2동행정복지센터,89042,1385,3540,1385,3540,0,164
청라3동행정복지센터,89374,1160,5792,1160,5792,0,231
청라3동행정복지센터,89375,7198,867,7198,867,0,268
청라BRT차고지입구,89336,18,569,18,569,0,19
청라BRT차고지입구,89337,634,26,634,26,0,22
청라BRT통합차고지,89508,5,118,3,118,2,4
청라BRT통합차고지,89522,339,92,338,92,1,14
청라고등학교,42784,2413,1050,2413,1050,0,115
청라고등학교,42785,1532,2403,1532,2403,0,131
청라골프아카데미,89255,122,58,122,58,0,6
청라골프아카데미,89256,65,138,65,138,0,6
청라국제도서관,42922,39,359,39,359,0,13
청라국제도서관,42923,454,72,454,72,0,17
청라국제도시역,89270,57036,36275,57036,36275,0,3110
청라국제도시역(경명대로),89034,8351,9149,8351,9149,0,583
청라국제도시역(서부산단방향),89043,22630,42109,22629,42109,1,2157
청라국제도시역(청라국제교방향),89215,39689,23020,39680,23020,9,2090
청라국제도시역푸르지오시티,89523,733,1822,733,1822,0,85
청라국제도시역푸르지오시티,89524,1822,1336,1822,1336,0,105
청라국제어린이집,89289,276,38,276,38,0,10
청라국제업무단지(골드클래스),42984,834,386,834,386,0,40
청라꽃농원,42991,89,92,89,92,0,6
청라달튼국제학교,42895,1436,740,1434,740,2,72
청라달튼국제학교,89121,1317,1055,1316,1055,1,79
청라도,42931,11,146,11,146,0,5
청라도,89127,15,58,15,58,0,2
청라디이스트,42961,89,1401,89,1401,0,49
청라디이스트(562동),42962,1950,3451,1949,3451,1,180
청라디이스트(567동),89017,1080,153,1080,153,0,41
청라로데오시티포레안,89419,111,366,111,366,0,15
청라로봇랜드,89246,34,17,34,17,0,1
청라로봇랜드,89247,3,78,3,78,0,2
청라모아미래도아파트604동,89344,2455,1756,2454,1756,1,140
청라모아미래도아파트정문,89353,12,44,12,44,0,1
청라문학공원,89480,104,48,104,48,0,5
청라백세요양병원,42944,193,97,193,97,0,9
청라백세요양병원,89179,181,171,181,171,0,11
청라복합문화센터,89218,197,1544,197,1544,0,58
청라복합문화센터,89219,1250,255,1250,255,0,50
청라센텀로제비앙,89295,1444,1349,1443,1349,1,93
청라센텀로제비앙,89296,1482,1457,1481,1457,1,97
청라센텀로제비앙정문앞,89346,28,14,28,14,0,1
청라센트럴에일린의뜰,42834,5055,4436,5055,4436,0,316
청라센트럴에일린의뜰104동,42990,3794,1651,3794,1651,0,181
청라센트럴에일린의뜰106동,42892,10511,5611,10505,5611,6,537
청라스타필드,89417,84,53,84,53,0,4
청라스타필드,89418,46,183,46,183,0,7
청라시티프라디움,89334,1836,2456,1836,2456,0,143
청라시티프라디움,89335,3267,1161,3267,1161,0,147
청라우미린,42862,636,5092,635,5092,1,190
청라우미린아파트,89290,3306,12621,3306,12621,0,530
청라웰카운티221동,89288,80,476,80,476,0,18
청라웰카운티223동,42997,1226,233,1226,233,0,48
청라자이,42742,10547,2996,10542,2996,5,451
청라중앙호수공원입구,89021,14105,10443,14105,10443,0,818
청라중앙호수공원입구,89024,8776,15656,8776,15656,0,814
청라중학교,42848,1003,2107,1003,2107,0,103
청라초등학교,89281,6157,7175,6157,7175,0,444
청라초등학교,89282,5028,7213,5028,7213,0,408
청라파크자이상가,89299,665,892,665,892,0,51
청라파크자이상가,89300,598,621,598,621,0,40
청라푸르지오,89217,851,1436,851,1436,0,76
청라푸르지오라피아노,89497,11,27,11,27,0,1
청라푸르지오라피아노,89498,10,32,10,32,0,1
청라한양수자인레이크블루,89348,2764,2183,2764,2183,0,164
청라한양수자인레이크블루,89351,2500,1414,2500,1414,0,130
청라한화꿈에그린,89123,1770,579,1770,579,0,78
청라한화꿈에그린,89124,566,1148,566,1148,0,57
청라호반베르디움.포리공원,42899,1951,420,1951,420,0,79
청라호반베르디움.포리공원,42919,651,1803,651,1803,0,81
청라호수공원(남측),42861,2457,673,2457,673,0,104
청라호수공원(남측),42863,886,2300,886,2300,0,106
청라호수공원한신더휴,42870,7073,1167,7068,1167,5,274
청라호수공원한신더휴아파트,89291,15990,6482,15990,6482,0,749
청라힐스테이트,42987,964,2845,964,2845,0,126
청라힐스테이트,42988,2964,601,2964,601,0,118
청람중학교,89018,1689,2102,1689,2102,0,126
청람중학교,89019,2423,2390,2423,2390,0,160
청람초등학교,89279,6721,10312,6721,10312,0,567
청람초등학교,89280,10226,8519,10226,8519,0,624
청량중학교,38086,10921,4849,10912,4849,9,525
청련사입구,43766,122,445,122,445,0,18
청련사입구,43841,308,41,308,41,0,11
청룡정,41633,178,30,178,30,0,6
청룡정,41634,3,250,3,250,0,8
청소년수련관,42612,2264,133,2264,133,0,79
청소년수련관,42613,59,2315,59,2315,0,79
청소년수련관,43078,63,14,58,14,5,2
청소년수련관,43079,5,41,4,41,1,1
청소년수련관.어린이과학관,41307,12467,9314,12458,9314,9,726
청소년수련관.어린이과학관,41308,7126,9060,7126,9060,0,539
청송1단지.중흥S클래스,80090,190,202,188,202,2,13
청송1단지.중흥S클래스,80102,554,146,554,146,0,23
청송2.3단지,80089,89,118,89,118,0,6
청송2.3단지,80101,309,89,309,89,0,13
청송마을.성우오스타,80329,213,117,213,117,0,11
청송부락,90092,0,7,0,7,0,0
청송부락,90093,10,0,10,0,0,0
청양골,42775,5,80,4,80,1,2
청운대삼거리(하늘꿈교회),37433,4919,4796,4909,4796,10,323
청운대삼거리(하늘꿈교회),37500,3301,3387,3297,3387,4,222
청운대후문.한전제물포지사,37632,555,972,555,972,0,50
청운대후문.한전제물포지사,37633,173,1301,173,1301,0,49
청정주말농장,39852,1,189,1,189,0,6
청천농장,40538,153,1728,152,1728,1,62
청천농장,42511,1417,307,1415,307,2,57
청천농장(종점),40520,3106,3350,3106,3350,0,215
청천농장입구,40558,503,185,503,185,0,22
청천농장입구,40809,0,401,0,401,0,13
청천도서관,40426,1140,1851,1140,1851,0,99
청천도서관,40427,974,807,974,807,0,59
청천동,40808,1063,14,1063,14,0,35
청천동무지개아파트,40617,795,3600,793,3600,2,146
청천동무지개아파트,40618,3252,839,3246,839,6,136
청천동차고지,40925,284,492,284,492,0,25
청천중학교,40449,1636,5319,1636,5319,0,231
청천중학교,40455,1773,4999,1773,4999,0,225
청천천공영주차장,40896,313,1609,313,1609,0,64
청천천공영주차장,41639,443,1381,443,1381,0,60
청천초등학교,40582,3568,6017,3561,6017,7,319
청천초등학교,40586,16798,6323,16781,6323,17,770
청천초등학교,40587,3586,9388,3586,9388,0,432
청천초등학교후문,40574,1786,13446,1786,13446,0,507
청천초등학교후문,40579,14038,1586,14038,1586,0,520
청천치안센터,40533,30348,14064,30322,14064,26,1480
청천치안센터,40537,10287,14780,10268,14780,19,835
청천푸르지오아파트,40488,11429,9762,11429,9762,0,706
청천푸르지오아파트,40515,11686,1481,11686,1481,0,438
청천푸르지오아파트,40516,1376,8218,1376,8218,0,319
청천푸르지오아파트,40811,7692,1690,7692,1690,0,312
청천푸르지오아파트,40812,785,4616,785,4616,0,180
청천푸르지오아파트,40894,22,2454,22,2454,0,82
청천하우스디아파트,40475,6138,1889,6138,1889,0,267
청천하우스디아파트,40477,760,4192,760,4192,0,165
청학동.한국전력남인천지사,38230,2853,4045,2853,4045,0,229
청학동.한국전력남인천지사,38239,8060,6108,8060,6108,0,472
청학사거리,38256,24269,15931,24269,15931,0,1340
청학사거리,38259,10582,15710,10582,15710,0,876
청학사거리,38509,1654,1948,1654,1948,0,120
청학아파트,38236,9874,6090,9874,6090,0,532
청학아파트,38341,7058,7782,7058,7782,0,494
청학중학교,38160,3719,4755,3719,4755,0,282
청학중학교,38161,3111,1965,3111,1965,0,169
청학중학교,38496,867,351,867,351,0,40
청학초등학교,38181,2611,3350,2611,3350,0,198
청학초등학교,38185,2855,2604,2855,2604,0,181
청학초등학교,38190,1779,2735,1779,2735,0,150
체육공원,90214,28,7,28,7,0,1
체육공원앞,35605,6,337,6,337,0,11
체육공원앞,35606,164,5,164,5,0,5
초은고등학교,89025,10421,7914,10421,7914,0,611
초은고등학교,89026,4125,11411,4125,11411,0,517
초정마을,41252,3576,2786,3576,2786,0,212
초정마을,41254,2120,790,2120,790,0,97
초지,43016,13,71,13,71,0,2
초지대교,43017,389,456,383,456,6,28
초지대교,43071,1441,574,1436,574,5,67
초지대교,43106,259,791,257,791,2,35
초지리,43026,111,233,111,233,0,11
초지리,43093,7,80,7,80,0,2
초지삼거리,43112,106,45,106,45,0,5
초지삼거리,43147,2,26,2,26,0,0
초지삼거리,43508,9,103,9,103,0,3
초지진,43024,38,124,38,124,0,5
초지진,43025,250,124,249,124,1,12
초지큰말,43260,29,0,28,0,1,0
초지큰말,43512,2,11,2,11,0,0
축현초등학교.인천시립박물관,38151,4794,3656,4794,3656,0,281
축현초등학교.인천시립박물관,38152,3046,4287,3046,4287,0,244
축협,43061,1346,947,1322,947,24,76
충렬사,43326,18,0,18,0,0,0
충렬사,43629,65,57,64,57,1,4
충성아파트,40117,988,2075,988,2075,0,102
충정로역2호선,22064,9338,110,9338,110,0,314
치마바위,43247,0,10,0,10,0,0
치마바위,43646,6,3,5,3,1,0
카페거리,35727,19,25,19,25,0,1
카페거리,35728,6,40,6,40,0,1
칼빈매니토바국제학교,38370,2447,4439,2447,4439,0,229
칼빈매니토바국제학교,38435,4196,684,4196,684,0,162
칼빈매니토바국제학교,38500,4761,3098,4753,3098,8,261
캐슬해모로,39845,1183,232,1183,232,0,47
캐슬해모로,39846,4603,554,4603,554,0,171
캐슬해모로,39848,409,1034,409,1034,0,48
캐슬해모로,39849,833,3534,832,3534,1,145
캠퍼스타운역,38419,10435,20629,10426,20629,9,1035
캠퍼스타운역,38420,9527,7214,9527,7214,0,558
캠퍼스타운역(3번출구),38388,83,2559,83,2559,0,88
캠퍼스타운역(3번출구),38717,489,20,488,20,1,16
커넬워크,38415,979,382,979,382,0,45
커넬워크,38417,2993,1858,2988,1858,5,161
커넬워크,38753,106,2697,106,2697,0,93
커넬워크(4동),38527,619,1108,619,1108,0,57
컨벤시아,38372,1136,2780,1135,2780,1,130
코세스물류창고,89197,85,11,85,11,0,3
코스모스아파트,42098,313,1114,312,1114,1,47
코오롱더프라우,38439,27,993,27,993,0,34
코오롱아파트작전중.고.여고,41117,3006,3717,2974,3717,32,224
"쿠팡16,17센터",35865,440,598,440,598,0,34
쿠팡물류센터,89157,4,557,4,557,0,18
큐티엘,90218,39,13,39,13,0,1
큰말,43937,24,0,24,0,0,0
큰말,43938,0,17,0,17,0,0
큰말,43949,9,32,8,32,1,1
큰말,90309,5,5,4,5,1,0
큰무리선착장,35710,178,137,177,137,1,10
큰무리선착장,35712,43,376,43,376,0,13
큰방죽사거리,39144,2790,3357,2788,3357,2,204
큰방죽사거리,39145,1500,2948,1496,2948,4,148
큰방죽삼거리,39575,148,247,148,247,0,13
큰방죽삼거리,39576,52,406,52,406,0,15
큰산너머입구,44013,4,160,4,160,0,5
큰산너머입구,44014,196,8,196,8,0,6
킹스빌타운,41315,2693,3182,2693,3182,0,195
타운하우스공장.명진화학,89226,3,183,3,183,0,6
타운하우스공장.명진화학,89227,228,5,228,5,0,7
탄토 마을,90381,18,1,18,1,0,0
탄토마을,90378,0,19,0,19,0,0
탑재,43115,2,39,2,39,0,1
탑재,43327,258,301,256,301,2,18
탑재,43579,275,244,274,244,1,17
태경아파트,38275,8549,9108,8549,9108,0,588
태산.대진아파트,38294,2838,2765,2836,2765,2,186
태산아파트,41193,7451,10782,7449,10782,2,607
태산아파트,42227,578,646,578,646,0,40
태산아파트·하나아파트,41578,1246,2183,1246,2183,0,114
