정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
송도에듀포레푸르지오후문,39986,5416,982,5416,982,0,213
송도역,38213,2472,1922,2472,1922,0,146
송도역,38505,8323,16299,8318,16299,5,820
송도역,38669,943,1441,943,1441,0,79
송도영남아파트,38224,8493,6630,8493,6630,0,504
송도오션파크베르디움,38642,1121,17839,1118,17839,3,632
송도요양원,38144,1673,2435,1673,2435,0,136
송도유원지(도로교통공단),38081,11167,12268,11131,12268,36,781
송도유원지(도로교통공단),38088,18669,7392,18611,7392,58,868
송도자이하버뷰,38521,3075,1958,3075,1958,0,167
송도자이하버뷰1단지,38468,16729,2451,16723,2451,6,639
송도자이하버뷰2단지(202동),38488,1805,3542,1787,3542,18,178
송도자이하버뷰2단지(205동),38455,582,517,582,517,0,36
송도자이하버뷰2단지(정문),38465,2834,1856,2828,1856,6,156
송도자이하버뷰2단지(정문),38498,2096,1952,2095,1952,1,134
송도재래시장,38207,6199,7923,6190,7923,9,470
송도재래시장,38210,8797,7778,8780,7778,17,552
송도재래시장,38220,6458,2342,6458,2342,0,293
송도제2차고지,38703,825,462,790,462,35,42
송도제2차고지입구,38735,394,489,393,489,1,29
송도중학교,35155,12360,13016,12337,13016,23,845
송도지웰푸르지오시티,38424,6164,9582,6158,9582,6,524
송도채석장,38175,679,2507,679,2507,0,106
송도체육센터,38699,204,679,204,679,0,29
송도체육센터,38700,750,244,749,244,1,33
송도컨벤시아,38367,1885,6332,1882,6332,3,273
송도컨벤시아,38369,2840,1499,2826,1499,14,144
송도컨벤시아남문,38660,2307,1230,2307,1230,0,117
송도컨벤시아남문,38661,1199,2294,1199,2294,0,116
송도타임스페이스,38720,1767,5406,1767,5406,0,239
송도테크노파크IT센터,38752,11,1049,11,1049,0,35
송도테크노파크IT센터,39929,4740,2224,4740,2224,0,232
송도파크레인동일하이빌,38625,22,62,22,62,0,2
송도파크레인동일하이빌,38626,664,3,664,3,0,22
송도파크레인입구,38538,591,3271,591,3271,0,128
송도파크레인입구,38539,1225,1433,1225,1433,0,88
송도파크자이,38627,704,472,702,472,2,39
송도파크자이,38628,10,509,10,509,0,17
송도파크자이아파트,38638,9428,8568,9384,8568,44,599
송도파크자이아파트정문,38677,1266,5084,1266,5084,0,211
송도푸르지오월드마크,38426,5929,6886,5929,6886,0,427
송도푸르지오하버뷰,38494,3095,4385,3094,4385,1,249
송도풍림아이원1단지,38033,3129,25099,3117,25099,12,940
송도풍림아이원2단지,38025,9364,15149,9361,15149,3,817
송도풍림아이원2단지,38026,9445,5496,9440,5496,5,498
송도풍림아이원2단지,38034,25186,2885,25168,2885,18,935
송도풍림아이원4단지,38032,3907,9333,3898,9333,9,441
송도힐스테이트,38479,16603,7016,16602,7016,1,787
송도힐스테이트5단지,38393,5763,7356,5762,7356,1,437
송도힐스테이트6단지,38554,19,101,19,101,0,4
송동마을.서초힐스아파트,22962,1668,139,1668,139,0,60
송림119안전센터,36165,62,239,62,239,0,10
송림3.5동행정복지센터(재능대정문),36030,1942,8477,1942,8477,0,347
송림4동행정복지센터(재능대후문),36127,2113,2065,2110,2065,3,139
송림고가교,37491,2441,1367,2441,1367,0,126
송림고가교,37492,1318,2595,1316,2595,2,130
송림고개(도화신동아아파트),37439,10279,8713,10259,8713,20,633
송림고개(도화신동아아파트),37501,11019,7969,11000,7969,19,632
송림동진로아파트,36154,295,304,295,304,0,19
송림동진로아파트,36155,92,766,92,766,0,28
송림빌라,43316,31,0,31,0,0,1
송림빌라,43775,0,39,0,39,0,1
송림시장,36015,183,395,183,395,0,19
송림오거리,36131,14691,4041,14667,4041,24,624
송림오거리,36132,3755,10130,3751,10130,4,462
송림주유소,36090,594,486,594,486,0,36
송림체육관,36130,464,76,464,76,0,18
송림체육관,36148,35,295,35,295,0,11
송림체육관후문,36152,264,735,263,735,1,33
송림체육관후문,36153,659,362,657,362,2,34
송림휴먼시아,36124,14,803,14,803,0,27
송림휴먼시아,36125,44,1410,44,1410,0,48
송마3리,80157,971,34,970,34,1,33
송마3리,80158,38,443,38,443,0,16
송마리입구,80159,86,837,84,837,2,30
송마리입구,80160,363,209,363,209,0,19
송명초등학교,92013,3635,308,3635,308,0,131
송산,43482,45,27,44,27,1,2
송산,43710,53,75,51,75,2,4
송산교회,43956,18,41,18,41,0,1
송산삼거리,43480,43,1,39,1,4,1
송산삼거리,43611,0,40,0,40,0,1
송암박두성생가입구,90396,0,22,0,22,0,0
송암박두성생가입구,90397,36,0,35,0,1,1
송월동동화마을,35189,6253,3150,6245,3150,8,313
송월동동화마을,35190,3282,9522,3280,9522,2,426
송월아파트,35193,2544,650,2544,650,0,106
송월아파트,35194,1062,3006,1062,3006,0,135
송정역,25184,42,3774,42,3774,0,127
송정역,25185,5896,104,5896,104,0,200
송학둥지아파트,38584,4274,4210,4261,4210,13,282
송학둥지아파트,38585,3410,3415,3406,3415,4,227
송해교회,43384,288,77,282,77,6,12
송해교회,43769,83,341,83,341,0,14
송해면사무소,43708,38,130,36,130,2,5
송해면사무소,43809,74,58,72,58,2,4
송해삼거리,43386,402,81,399,81,3,16
송해삼거리,43819,108,487,106,487,2,19
송해초등학교,43807,51,178,51,178,0,7
송해초등학교,43820,155,24,153,24,2,5
송현시장.수도국산달동네박물관,36019,7639,5385,7605,5385,34,434
송현시장.수도국산달동네박물관,36020,6050,22603,6036,22603,14,955
송현시장.수도국산달동네박물관,36025,42,461,38,461,4,16
송현아파트,36065,5562,3400,5553,3400,9,298
송현아파트,36067,2002,4114,2002,4114,0,203
송현주공아파트,36073,891,2542,891,2542,0,114
송현주공아파트,36080,10692,5160,10672,5160,20,528
송현주공아파트후문,36162,547,2933,547,2933,0,116
쇠골큰말,89318,55,45,54,45,1,3
쇠골큰말,89321,57,24,57,24,0,2
수곡(월곳리),43191,36,0,36,0,0,1
수곡(월곳리),43620,1,18,1,18,0,0
수광티티아이,90215,42,33,41,33,1,2
수도군수지원단(장애인복지관),40825,5860,1532,5849,1532,11,246
수도군수지원단(장애인복지관),40826,10,1713,9,1713,1,57
수림공원,39347,1785,794,1785,794,0,85
수림공원,39351,754,1641,754,1641,0,79
수변로삼거리,40367,1121,491,1121,491,0,53
수변로삼거리,40370,2627,5057,2627,5057,0,256
수봉공원,37289,1741,1741,1741,1741,0,116
수봉공원,37569,1266,3715,1266,3715,0,166
수봉공원.인천수봉문화회관입구,37362,13074,6755,13070,6755,4,660
수봉공원.인천수봉문화회관입구,37369,8418,13692,8416,13692,2,737
수봉마을쉼터,37570,2987,4008,2987,4008,0,233
수봉마을쉼터,37571,3057,1945,3057,1945,0,166
수부촌,43041,171,257,171,257,0,14
수산동,39175,366,700,366,700,0,35
수산동,39176,269,475,269,475,0,24
수양관,43245,17,50,17,50,0,2
수양관,43645,78,7,76,7,2,2
수인곡물시장,35134,2999,2603,2973,2603,26,186
수정제입구,90290,10,11,10,11,0,0
수촌,43111,128,2,127,2,1,4
수촌,43358,1,117,1,117,0,3
수출산업단지6공단입구,40009,3769,4571,3763,4571,6,278
수출산업단지6공단입구,40010,2140,2576,2134,2576,6,157
수행마을.홈플러스,80074,660,32,660,32,0,23
수행마을.홈플러스,80075,82,585,82,585,0,22
수현마을,39487,2659,6414,2642,6414,17,302
수현마을,39488,10236,6035,10212,6035,24,542
수협,43059,0,4,0,4,0,0
수협,43060,163,1169,162,1169,1,44
수협,43062,3589,10517,3556,10517,33,470
수협(인천해양센터),35080,2884,73,2856,73,28,98
수협(인천해양센터),35081,59,4331,58,4331,1,146
수협온수지점,90411,1388,494,1384,494,4,62
수협온수지점,90413,384,1673,382,1673,2,68
순복음교회,37253,8954,27917,8941,27917,13,1229
순복음교회,39181,19752,8033,19705,8033,47,926
순복음교회,40661,13299,7410,13299,7410,0,690
순천향대학병원.부명고,55037,7829,963,7829,963,0,293
숭덕여중고입구,39461,12206,23983,12164,23983,42,1206
숭덕여중고입구,39463,15961,12800,15911,12800,50,958
숭덕여중고입구,39466,6158,999,6105,999,53,238
숭뢰2리,43421,92,283,84,283,8,12
숭뢰2리,43704,214,30,210,30,4,8
숭보사입구,40851,126,34,126,34,0,5
숭보사입구,40918,1,58,1,58,0,1
숭의1.3동(극동아파트),37328,557,660,553,660,4,40
숭의1.3동(극동아파트),37337,441,836,438,836,3,42
숭의2동행정복지센터,37563,1846,2197,1846,2197,0,134
숭의교회,37269,17640,10831,17635,10831,5,949
숭의교회,37271,12908,15565,12907,15565,1,949
숭의로터리,37265,5834,18605,5816,18605,18,814
숭의로터리,37266,15606,5922,15547,5922,59,717
숭의로터리,37273,17813,8816,17801,8816,12,887
숭의로터리.도원체육관,37276,8268,12800,8268,12800,0,702
숭의목공예마을앞,37313,8217,8642,8214,8642,3,561
숭의목공예마을앞,37315,6380,6872,6370,6872,10,441
숭의박문아파트,37353,1287,2516,1281,2516,6,126
숭의박문아파트,37354,2496,1291,2486,1291,10,126
숭의보건지소,37532,13876,3960,13870,3960,6,594
숭의역(1번출구),37510,45957,22452,45900,22452,57,2280
숭의역(2번출구),37211,27095,34370,27077,34370,18,2048
숭의역(3번출구),35133,1238,4485,1236,4485,2,190
숭의역(4번출구),35135,4089,2670,4087,2670,2,225
숭의초등학교,37296,1141,606,1124,606,17,58
숭의초등학교,37308,1257,3971,1257,3971,0,174
숭의초등학교입구,37287,1858,1573,1856,1573,2,114
쉐보레인천서비스,40433,1518,4661,1518,4661,0,205
쉐보레출고사무소,89160,1955,311,1955,311,0,75
쉴낙원인천장례식장,41458,1125,2223,1124,2223,1,111
스카이시티자이.화성파크드림,35650,2925,6718,2925,6718,0,321
스타파이브입구,35428,320,31,320,31,0,11
스타파이브입구,35429,16,283,16,283,0,9
스태츠칩팩코리아,35641,12,433,12,433,0,14
스태츠칩팩코리아,35642,379,19,379,19,0,13
스틸랜드,70228,135,452,135,452,0,19
스틸랜드,70229,384,151,384,151,0,17
스포월드골프연습장,42439,113,164,112,164,1,9
스포월드골프연습장,42440,21,133,19,133,2,5
승기천,39169,1118,6230,1113,6230,5,244
승기천,39170,880,4438,880,4438,0,177
시대아파트,38340,15311,12489,15311,12489,0,926
시리미,43330,55,76,55,76,0,4
시리미,43631,21,0,21,0,0,0
시립가좌테니스장,37581,216,1328,216,1328,0,51
시립가좌테니스장,37582,211,2619,211,2619,0,94
시민공원,37359,14761,5554,14730,5554,31,677
시민공원(문화창작지대)역,37344,25083,24350,25062,24350,21,1647
시민공원(문화창작지대)역,37346,34843,28488,34817,28488,26,2111
시민공원.문화창작지대,37334,17534,35734,17518,35734,16,1775
시민공원.문화창작지대,37468,2082,1455,2082,1455,0,117
시민공원역.포레나미추홀,37319,5324,51936,5315,51936,9,1908
시민공원역.포레나미추홀,37326,102269,18491,102193,18491,76,4025
시민의숲.양재꽃시장,31002,15091,4369,15091,4369,0,648
시민의숲.양재꽃시장,31003,1781,5967,1781,5967,0,258
시장로터리(중앙철재),40261,2036,1665,2031,1665,5,123
시청광장입구,39217,16145,21107,16145,21107,0,1241
시청광장입구,39218,21144,16778,21134,16778,10,1264
시흥대야역.영남아파트,70027,638,2159,638,2159,0,93
시흥대야역.영남아파트,70028,2634,686,2634,686,0,110
시흥보건소,70015,2172,434,2172,434,0,86
시흥보건소,70016,448,2039,448,2039,0,82
시흥영업소,25846,129,89,129,89,0,7
시흥영업소,25847,75,134,75,134,0,6
신골입구,43998,14,33,14,33,0,1
신골입구,43999,24,13,24,13,0,1
신광주유소,43470,9,6,9,6,0,0
신광주유소,43524,4,13,4,13,0,0
신광초등학교,35142,289,514,288,514,1,26
신기.남부종합시장(진흥사거리),37217,49485,30020,49419,30020,66,2650
신기.남부종합시장(진흥사거리),37219,16369,30541,16347,30541,22,1563
신김포농협대곶지점,80147,87,53,87,53,0,4
신김포농협대곶지점,80148,205,204,201,204,4,13
신논현역,32055,10484,60,10484,60,0,351
신논현역.우신빌딩,31057,96,5829,96,5829,0,197
신당리동촌부락,90090,29,3,29,3,0,1
신당리동촌부락,90091,2,5,2,5,0,0
신당리마을회관,90088,1,0,1,0,0,0
신당촌,90114,4,4,4,4,0,0
신대진중앙아파트,41271,4039,2722,4039,2722,0,225
신대진중앙아파트,41274,2089,3534,2089,3534,0,187
신도실업(주),40625,541,1771,541,1771,0,77
신동마을,90253,0,4,0,4,0,0
신동마을,90254,7,8,7,8,0,0
신동아1.2차아파트,37507,8830,6097,8820,6097,10,497
신동아1단지,70038,133,162,133,162,0,9
신동아1단지.한일아파트,70037,212,258,212,258,0,15
신동아3차아파트,37119,12279,16551,12279,16551,0,961
신동아3차아파트,37120,11733,18899,11733,18899,0,1021
신동아3차아파트,37494,10013,6143,9991,6143,22,538
신동아상가,40860,5044,3705,5044,3705,0,291
신동아상가(백운역방면),40068,5314,8205,5314,8205,0,450
신동아아파트,37072,12,1052,12,1052,0,35
신동아아파트,37143,9146,14147,9146,14147,0,776
신동아아파트,37160,6221,8240,6221,8240,0,482
신동아아파트,37525,2508,8181,2508,8181,0,356
신동아아파트,39381,3022,6528,3022,6528,0,318
신동아아파트,39382,16335,6361,16333,6361,2,756
신동아아파트,41349,7438,1145,7438,1145,0,286
신동아아파트,41350,1697,6053,1697,6053,0,258
신동아아파트(B),37162,11714,10777,11714,10777,0,749
신동아아파트116동,40060,3474,10773,3474,10773,0,474
신동아아파트116동,40859,7378,2637,7378,2637,0,333
신동아아파트3차,37090,10519,1065,10519,1065,0,386
신동아아파트3차,37097,3694,9475,3694,9475,0,438
신동아아파트4차,37121,4854,1879,4854,1879,0,224
신동아아파트4차,37123,2802,3462,2802,3462,0,208
신동아아파트5차,37141,12789,4119,12789,4119,0,563
신동아아파트8차,37135,1799,3521,1799,3521,0,177
신동아아파트8차,37136,4946,997,4946,997,0,198
신동양아파트,41202,3673,10302,3673,10302,0,465
신동양아파트,41203,9464,4112,9464,4112,0,452
신라아파트,37277,6861,6404,6854,6404,7,442
신라아파트,37543,1761,4228,1753,4228,8,199
신명보람마을.삼부한신아파트,40511,2206,2573,2206,2573,0,159
신명보람마을.삼부한신아파트,40512,537,1043,537,1043,0,52
신명스카이뷰,35453,1713,3344,1713,3344,0,168
신명스카이뷰,35456,9310,4665,9310,4665,0,465
신명스카이뷰,42737,102,197,102,197,0,9
신명스카이뷰정문,35455,5029,9149,5028,9149,1,472
신명아파트,42081,8354,11306,8342,11306,12,655
신명아파트.대우3차아파트,70018,455,3323,455,3323,0,125
신명아파트앞,42799,11,880,11,880,0,29
신반포역.세화여중고,31033,925,80,925,80,0,33
신봉삼거리,43126,124,11,119,11,5,4
신봉삼거리,43127,0,19,0,19,0,0
신봉삼거리,43463,554,443,539,443,15,33
신봉삼거리,43814,24,9,24,9,0,1
신봉이발관,43458,24,12,21,12,3,1
신봉이발관,43786,9,43,9,43,0,1
신북항고가교,42104,2284,2068,2284,2068,0,145
신북항고가교,42109,1277,2985,1277,2985,0,142
신분당선.강남역4번출구,23572,9351,3850,9351,3850,0,440
신비마을아파트,37164,454,2279,454,2279,0,91
신비마을아파트,37223,4323,8330,4319,8330,4,421
신비마을아파트,37225,7235,3895,7224,3895,11,371
신비마을아파트,37555,290,1352,290,1352,0,54
신비마을아파트(112동),37171,6236,3826,6212,3826,24,335
신삼1리마을회관,43405,136,2,128,2,8,4
신삼1리마을회관,43791,0,130,0,130,0,4
신삼2리마을회관,43400,169,1,166,1,3,5
신삼2리마을회관,43825,7,142,7,142,0,4
신삼리입구,43606,16,6,15,6,1,0
신삼리입구,43801,1,26,1,26,0,0
신선지입구,90346,10,8,10,8,0,0
신선지입구,90347,2,34,2,34,0,1
신선초등학교,35086,6077,10045,6063,10045,14,537
신선초등학교(유림노르웨이숲),35089,11777,4712,11745,4712,32,549
신선초등학교앞,37055,3161,925,3152,925,9,136
신설동,35413,13,75,13,75,0,2
신설동,35416,36,11,36,11,0,1
신설동(3거리),35018,111,12,111,12,0,4
신설동(3거리),35019,8,150,8,150,0,5
신성미소지움,40099,2469,42,2455,42,14,83
신성미소지움,40102,33,1883,23,1883,10,63
신성미소지움,40643,2003,13893,2003,13893,0,529
신성미소지움,40649,6899,2140,6899,2140,0,301
신성미소지움후문,40660,4,576,4,576,0,19
신성성결교회(올림피아병원),39355,14220,9345,14219,9345,1,785
신세계아파트,39383,3481,4976,3480,4976,1,281
신송고등학교,38023,1774,4149,1769,4149,5,197
신송고등학교,38024,4359,2732,4359,2732,0,236
신안실크밸리,35220,806,281,806,281,0,36
신연수역(1번출구),38263,4553,4079,4531,4079,22,287
신연수역(2번출구),38231,3032,611,3032,611,0,121
신연수역(3번출구),38228,6889,4443,6879,4443,10,377
신영자동차,40561,3317,877,3308,877,9,139
신영자동차(종점),40556,5399,2050,5380,2050,19,248
신왕마을,43203,199,7,198,7,1,6
신왕마을,43718,2,143,1,143,1,4
신원기술,39130,29,6,29,6,0,1
신원아침도시오피스텔(홈플러스),39836,5675,6862,5673,6862,2,417
신일교회,39529,4916,7808,4916,7808,0,424
신일아파트,35097,48,23,48,23,0,2
신정1리마을회관,43300,12,4,12,4,0,0
신정1리마을회관,43737,30,19,30,19,0,1
신정삼거리,90111,0,23,0,23,0,0
신정삼거리,90112,10,9,10,9,0,0
신정중학교,38459,2027,1985,2027,1985,0,133
신정중학교,38555,3023,1854,3023,1854,0,162
신중동역4번출구.롯데백화점,55226,1336,4918,1336,4918,0,208
신중동역5번출구.중흥중학교,55071,693,5274,693,5274,0,198
신중동역6번출구.중흥중학교,55072,2977,502,2977,502,0,115
신지동마을회관,43303,70,46,67,46,3,3
신지동마을회관,43740,94,65,91,65,3,5
신진아파트,41107,24146,14259,24146,14259,0,1280
신창아파트,37010,3513,6745,3513,6745,0,341
신창아파트,37464,5221,2453,5220,2453,1,255
신천동,70048,6979,537,6978,537,1,250
신천동,70049,359,7543,359,7543,0,263
신천삼거리,70013,7797,449,7797,449,0,274
신천삼거리,70014,466,8334,466,8334,0,293
신천역.문화의거리,25364,1800,286,1800,286,0,69
신천역.문화의거리,70174,179,1966,179,1966,0,71
신천연합병원,70175,71,719,71,719,0,26
신천연합병원,70231,795,217,795,217,0,33
신촌,43146,18,0,18,0,0,0
신촌,43432,13,27,13,27,0,1
신촌,43459,311,12,305,12,6,10
신촌,43510,0,15,0,15,0,0
신촌,43753,25,180,24,180,1,6
신촌,43800,64,40,64,40,0,3
신촌마을입구,90201,39,10,38,10,1,1
신촌마을입구,90202,6,6,6,6,0,0
신촌역2호선,22052,4126,55,4126,55,0,139
신촌오거리.2호선신촌역,22014,5213,35,5213,35,0,174
신촌오거리.2호선신촌역,23035,127,2803,127,2803,0,97
신촌오거리.현대백화점,22013,11219,125,11219,125,0,378
신촌오거리.현대백화점,23034,392,14128,392,14128,0,484
신촌초등학교,40098,370,891,370,891,0,42
신태양아파트,37406,5363,7283,5363,7283,0,421
신태양아파트,37408,8537,3433,8537,3433,0,399
신트리공원,40472,2176,2431,2176,2431,0,153
신트리공원,40496,2759,4195,2758,4195,1,231
신트리공원,40501,2117,1522,2117,1522,0,121
신포동행정복지센터,35153,3670,2471,3670,2471,0,204
신포동행정복지센터,35154,1980,3596,1977,3596,3,185
신포사거리,35791,40,273,40,273,0,10
신포시장,35160,32879,54110,32834,54110,45,2899
신포시장,35254,57096,33127,57048,33127,48,3007
신포역·인천세관역사공원,35792,299,112,299,112,0,13
신포역·인천세관역사공원,35796,6,14,6,14,0,0
신포역·인천여자상업고등학교,35149,1726,7306,1715,7306,11,301
신포역·인천여자상업고등학교,35150,7252,2756,7242,2756,10,333
신포입구,43491,47,31,43,31,4,2
신포입구,43842,6,25,6,25,0,1
신한빌딩,39901,10679,10378,10679,10378,0,701
신한에이엠,89147,625,12,625,12,0,21
신한일전기,39034,1707,1038,1707,1038,0,91
신현119안전센터,42596,8084,13244,8055,13244,29,710
신현119안전센터,42600,7830,8158,7814,8158,16,532
신현노인회관,43279,69,5,65,5,4,2
신현노인회관,43527,21,71,21,71,0,3
신현리입구,90062,27,81,27,81,0,3
신현북초등학교,42208,4016,670,4015,670,1,156
신현북초등학교,42209,748,3183,748,3183,0,131
신현북초등학교,42210,1688,177,1688,177,0,62
신현북초등학교,42211,85,1843,83,1843,2,64
신현쇼핑,42217,31495,23043,31412,23043,83,1817
신현쇼핑,42220,39605,24798,39527,24798,78,2146
신현여자중학교후문,42214,3496,4095,3495,4095,1,253
신현여자중학교후문,42680,3134,2246,3131,2246,3,179
신현중학교,42205,441,3339,441,3339,0,126
신현초등학교,42178,1691,1878,1691,1878,0,118
신현초등학교,42179,2230,3192,2230,3192,0,180
신화빌라,42626,580,470,579,470,1,35
신화슈퍼,89314,174,8,168,8,6,6
신화슈퍼,89326,1,148,1,148,0,4
신흥교통,35501,295,192,273,192,22,16
신흥교통입구,35841,1487,1799,1483,1799,4,109
신흥동주민자치센터,35789,194,47,194,47,0,8
신흥동주민자치센터,35799,18,37,18,37,0,1
신흥시장,35145,11790,15257,11785,15257,5,901
신흥시장,35146,15940,8992,15929,8992,11,831
신흥시장,57002,2452,1259,2451,1259,1,123
신흥시장,57004,1579,2395,1579,2395,0,132
신흥시장후문,35812,140,26,140,26,0,5
신흥시장후문,35813,97,131,97,131,0,7
신흥주민지원센터,57013,3181,1822,3180,1822,1,166
신흥주민지원센터,57014,1686,2867,1686,2867,0,151
신흥초등학교,35156,7737,10742,7727,10742,10,615
실내게이트볼장(신현중학교),42204,4828,373,4828,373,0,173
실미도조개구이,35299,1,59,1,59,0,2
실미삼거리,35740,499,78,493,78,6,19
실미삼거리,35741,48,348,48,348,0,13
심곡극동아파트,42272,1625,405,1611,405,14,67
심곡극동아파트,42273,240,1083,239,1083,1,44
심곡도서관,42946,2027,1401,2017,1401,10,114
심곡도서관,89223,534,2164,534,2164,0,89
심곡동광명아파트,89153,5923,2147,5907,2147,16,269
심곡동광명아파트,89154,2259,3926,2258,3926,1,206
심곡천(심곡3교),89381,151,23,151,23,0,5
심곡천(심곡3교),89382,14,225,14,225,0,7
심곡천봉수교,42875,1111,640,1111,640,0,58
심곡천봉수교,42951,1537,5107,1537,5107,0,221
심곡초등학교(국제성모병원),42288,4092,5630,4072,5630,20,324
심곡초등학교(국제성모병원),42290,6068,4060,6064,4060,4,337
십리포제2주차장,44110,32,34,31,34,1,2
십리포제2주차장,44207,10,7,10,7,0,0
십리포해수욕장,44088,68,81,64,81,4,4
십리포해수욕장,44208,35,15,35,15,0,1
십정1동행정복지센터,40049,18068,13783,18046,13783,22,1061
십정2동행정복지센터,40056,5330,5923,5327,5923,3,375
십정동차고지,40913,2866,4609,2866,4609,0,249
십정사거리,40029,6851,5627,6846,5627,5,415
십정사거리,40033,3289,3727,3289,3727,0,233
십정시장입구,40007,10,3732,10,3732,0,124
십정시장입구,40008,3565,20,3565,20,0,119
십정초등학교(동암의원),40041,1355,1115,1355,1115,0,82
십정초등학교(동암의원),40042,568,2353,568,2353,0,97
십정초등학교·더샵부평정문,40045,18098,20416,18066,20416,32,1283
십정초등학교·더샵부평정문,40048,27099,18497,27058,18497,41,1519
쌍마아파트,42112,5847,3358,5847,3358,0,306
쌍마아파트,42114,588,2438,588,2438,0,100
쌍용아파트,37179,5592,2468,5582,2468,10,268
쌍용아파트,37186,1949,4124,1949,4124,0,202
쌍용아파트,37210,518,371,518,371,0,29
쌍용아파트,37228,19956,11795,19915,11795,41,1058
쌍용아파트,37476,14212,22859,14178,22859,34,1235
쌍용아파트,38178,1937,774,1937,774,0,90
쌍용아파트,38184,887,1767,887,1767,0,88
쌍용아파트,38469,4806,2730,4794,2730,12,251
쌍용아파트,41434,1225,4324,1225,4324,0,184
쌍용아파트정문,40439,2435,3636,2435,3636,0,202
쌍용자동차인천정비사업소,36144,76,1069,76,1069,0,38
쑥골고가교,37371,2864,3110,2857,3110,7,199
쑥골고가교,37372,5436,8476,5433,8476,3,463
쑥밭다리,43650,3,7,3,7,0,0
쑥밭다리,43683,7,10,7,10,0,0
아나지고개,41001,2486,3067,2484,3067,2,185
아나지고개,41002,4436,6265,4433,6265,3,356
아동보호센터,35680,83,386,79,386,4,15
아동보호센터,35698,70,28,68,28,2,3
아라노을공원·한신더휴,89404,13323,10681,13323,10681,0,800
아라노을공원·한신더휴,89405,11564,13117,11564,13117,0,822
아라동행정복지센터,42465,14092,19623,14092,19623,0,1123
아라동행정복지센터,42467,14336,8484,14336,8484,0,760
아라동행정복지센터(서부고용센터),89401,4009,917,4009,917,0,164
아라동행정복지센터(서부고용센터),89402,1149,5211,1149,5211,0,212
아라뱃길물류센터,89145,6,541,6,541,0,18
아라센트럴파크,89406,2774,4351,2774,4351,0,237
아라센트럴파크,89407,5227,3514,5227,3514,0,291
아름어린이공원,40337,268,550,268,550,0,27
아름어린이공원,40339,822,506,822,506,0,44
아리마을쉼터,37551,19,1378,16,1378,3,46
아리마을쉼터,37552,1555,152,1534,152,21,56
아모텍,39139,1471,2647,1471,2647,0,137
아시아드경기장(공촌사거리)역,42319,2618,4184,2618,4184,0,226
아시아드경기장(공촌사거리)역,42320,384,1577,381,1577,3,65
아시아드대광로제비앙아파트,89257,928,3629,928,3629,0,151
아시아드대광로제비앙아파트,89258,4632,1453,4632,1453,0,202
아암3교사거리,38727,51,311,51,311,0,12
아암3교사거리,38728,158,143,157,143,1,10
아암물류단지,35285,135,1,131,1,4,4
아암물류단지,35590,4,244,1,244,3,8
아울렛(CGV부평),40818,3709,2178,3709,2178,0,196
아이즈빌(부평CGV),40595,12209,7388,12204,7388,5,653
아이즈빌(부평CGV),40598,8575,12815,8573,12815,2,713
아인스월드,55086,458,1353,458,1353,0,60
아주아파트,38047,1634,705,1629,705,5,77
아주아파트,38051,863,1623,861,1623,2,82
아주아파트,38301,1552,979,1544,979,8,84
아주아파트,38304,2308,1633,2305,1633,3,131
아주아파트.미추홀학교,39481,42803,17995,42676,17995,127,2026
아주아파트.미추홀학교,39482,21057,26055,21044,26055,13,1570
아주아파트410동,41575,596,2,596,2,0,19
아침가리마을회관,43287,139,0,137,0,2,4
아침가리마을회관,43867,0,103,0,103,0,3
아쿠아글로리,42811,148,1,148,1,0,4
아트센터인천,38617,24,28,24,28,0,1
아트센터인천,38618,10,90,10,90,0,3
아현역,22062,3337,20,3337,20,0,111
아현역,23078,15,1949,15,1949,0,65
안골마을입구,38225,7460,8429,7460,8429,0,529
안남고(동보1차아파트),41048,779,673,779,673,0,48
안남고등학교,41045,3324,714,3324,714,0,134
안동포교회,42700,537,102,537,102,0,21
안동포교회,42701,29,629,29,629,0,21
안동포사거리,42707,43,160,43,160,0,6
안동포사거리입구,42765,358,22,358,22,0,12
안동포사거리입구,42766,5,1011,5,1011,0,33
안산마을,43132,36,1,36,1,0,1
안산마을,43138,3,56,3,56,0,1
안산초등학교(구계산고교),41425,15136,12612,15125,12612,11,924
안양대학교,43177,741,649,738,649,3,46
안양대학교,43301,1357,393,1356,393,1,58
안풍산업삼거리,89312,100,9,87,9,13,3
안풍산업삼거리,89329,0,68,0,68,0,2
알앤디써비스,38477,107,1477,106,1477,1,52
알앤디써비스,38478,964,175,964,175,0,37
애관극장,35804,9,69,9,69,0,2
애보박물관,39667,0,31,0,31,0,1
애보박물관,39671,7,50,7,50,0,1
애전마을,43682,18,3,18,3,0,0
애전마을,43894,40,54,40,54,0,3
애전부락,90075,53,86,53,86,0,4
애전부락,90076,53,59,53,59,0,3
앰코코리아(블루오션골프클럽),39880,948,41,948,41,0,32
야곡,43236,40,1,40,1,0,1
야곡,43292,8,73,8,73,0,2
야촌,43210,10,0,10,0,0,0
야촌,43333,0,6,0,6,0,0
약대사거리,57006,3011,535,3011,535,0,118
약대사거리,57010,398,3174,398,3174,0,119
약대주민지원센터.약대초등학교,55080,897,1638,897,1638,0,84
약대주민지원센터.약대초등학교,55088,1387,502,1387,502,0,62
